Name of Applicant,Grant Category,Grant Amount,Grant Fiscal Year,Community Focus Combined,Community Focus: African American,Community Focus: Asian American,Community Focus: Disabled,Community Focus: Immigrant,Community Focus: L/G/B/T/Q,Community Focus: Latino American,Community Focus: Multiple People of Color,Community Focus: Native,Community Focus: Native American,Community Focus: Pacific Islander,Community Focus: Transgender,Community Focus: Women,Community Focus: No specified focus
Mission Cultural Center for Latino American Arts,Cultural Center,488198.00,01/01/2005 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,,false
victor Cartagena,Individual Artist Commission (IAC),7000.00,01/01/2005 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,,false
Darcy Padilla,Individual Artist Commission (IAC),7000.00,01/01/2005 12:00:00 AM,"Latino American
Women",false,false,false,false,false,true,false,false,false,false,true,,false
Dolissa Medina,Individual Artist Commission (IAC),8000.00,01/01/2005 12:00:00 AM,"Latino American
Women",false,false,false,false,false,true,false,false,false,false,true,,false
SOMArts Cultural Centers,Cultural Center,544950.00,01/01/2005 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,,false
Purple Moon Dance Project,Cultural Equity Initiative-Level 1 (CEI_L1),18000.00,01/01/2005 12:00:00 AM,"Multiple People of Color
 L/G/B/T/Q 
Women",false,false,false,false,true,false,true,false,false,false,true,,false
Queer Women of Color Media Arts Project,Cultural Equity Initiative-Level 1 (CEI_L1),9600.00,01/01/2005 12:00:00 AM,"Multiple People of Color
L/G/B/T/Q
Women",false,false,false,false,true,false,true,false,false,false,true,,false
Native American Cultural Center,Cultural Center,89985.00,01/01/2005 12:00:00 AM,Native ,false,false,false,false,false,false,false,false,false,false,false,,false
826 Valencia,Organization Project Grant (OPG),7200.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
ArtSpan,Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Banker White,Individual Artist Commission (IAC),5450.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
BATS Improv / Bay Area Theatresports,Creative Space (CRSP),6420.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Bay Area Community Resources,Project in Communities (PIC),12000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Bayview Hunters Point Senior Citizens Center,Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Bernal Heights Neighborhood Center,Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Bernal Heights Neighborhood Center,Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
BUILD,Special Project Grants (SPG),1000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
CELLspace,Creative Space (CRSP),16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Community Development Institute,Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Community Educational Services (CES),Project in Communities (PIC),16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
CounterPULSE,Creative Space (CRSP),16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Crowded Fire Theatre Company,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Cutting Ball Theatre Company,Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
"DanceArt, Inc.",Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Eldergivers,Project in Communities (PIC),17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
EmSpace Dance,Special Project Grants (SPG),1000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Erika Shuch Performance Project (ESP Project),Organization Project Grant (OPG),8000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
EXIT Theater,Creative Space (CRSP),16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
EXIT Theater,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Felonious: One Love Hip Hop,Organization Project Grant (OPG),15000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Filipino-American Development Foundation,Project in Communities (PIC),17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Hospitality House,Project in Communities (PIC),17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Hunters Point Family,Project in Communities (PIC),17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Intersection for the Arts,Cultural Equity Initiative-Level 1 (CEI_L1),18000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
James Kass,Individual Artist Commission (IAC),8000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Jay Rosenblatt,Individual Artist Commission (IAC),8000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Joe Goode Performance Group,Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
"Kimochi, Inc.",Project in Communities (PIC),16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
LaborFest,Organization Project Grant (OPG),10000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Lighthouse for the Blind & Visually Impaired,Project in Communities (PIC),12750.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Lobster Theater Project,Organization Project Grant (OPG),9100.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Mads Lynnerup,Individual Artist Commission (IAC),7000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Margaret Jenkins Dance Company,Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Marsh,Creative Space (CRSP),16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Microcinema International,Organization Project Grant (OPG),8500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Nanos Operetta,Organization Project Grant (OPG),13200.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
New Langton Arts,Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Old First Concerts,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Parthenon West Review,Organization Project Grant (OPG),6125.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
People Organized to Win Employment Rights (POWER),Project in Communities (PIC),17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Playwrights Foundation,Organization Project Grant (OPG),11250.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
"Potrero Hill Neighborhood House, Inc.",Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
"Precita Eyes Muralists Association, Inc.",Cultural Equity Initiative-Level 1 (CEI_L1),18000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
"Precita Eyes Muralists Association, Inc.",Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Richmond District Neighborhood Center,Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Rova:Arts,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco Independent Film Festival,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco International Arts Festival,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco Jewish Film Festival,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco Live Arts,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco Mime Troupe,Creative Space (CRSP),11027.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco Mime Troupe,Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco Silent Film Festival,Organization Project Grant (OPG),11250.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
San Francisco Stage and Film,Special Project Grants (SPG),1000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Scott Wells and Dancers,Organization Project Grant (OPG),9800.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Sixth Street Photography Workshop,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Small Press Traffic Literary Arts Center,Organization Project Grant (OPG),10500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Southern Exposure,Creative Space (CRSP),12000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Southern Exposure,Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Stretcher,Special Project Grants (SPG),1000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Sunset Youth Services,Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
"The LAB / The art.re.grup, Inc.",Organization Project Grant (OPG),13500.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Treasure Island Homeless Development Initiative (TIHDI),Arts for Neighborhood Vitality (ANV),3000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Urban Services YMCA / YMCA of San Francisco,Project in Communities (PIC),16980.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
Video Salon,Special Project Grants (SPG),1000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,,true
